Rj,Fig2ne,ne^.5,"(ne^,5)x25"
9.57E+00,50.12212318,7.079697959,176.992449
9.58E+00,49.53125748,7.037844661,175.9461165
9.59E+00,48.94809328,6.996291395,174.9072849
9.60E+00,48.37252077,6.955035641,173.875891
9.61E+00,47.80443179,6.914074905,172.8518726
9.62E+00,47.24371989,6.873406717,171.8351679
9.63E+00,46.69028025,6.83302863,170.8257157
9.64E+00,46.14400966,6.79293822,169.8234555
9.65E+00,45.60480651,6.753133088,168.8283272
9.66E+00,45.07257073,6.713610856,167.8402714
9.67E+00,44.54720381,6.67436917,166.8592292
9.68E+00,44.02860875,6.635405696,165.8851424
9.69E+00,43.51669001,6.596718124,164.9179531
9.70E+00,43.01135355,6.558304167,163.9576042
9.71E+00,42.51250674,6.520161558,163.0040389
9.72E+00,42.02005837,6.482288051,162.0572013
9.73E+00,41.53391863,6.444681422,161.1170355
9.74E+00,41.05399906,6.407339468,160.1834867
9.75E+00,40.58021256,6.370260007,159.2565002
9.76E+00,40.11247335,6.333440877,158.3360219
9.77E+00,39.65069695,6.296879938,157.4219984
9.78E+00,39.19480016,6.260575066,156.5143767
9.79E+00,38.74470104,6.224524162,155.613104
9.80E+00,38.3003189,6.188725143,154.7181286
9.81E+00,37.86157424,6.153175947,153.8293987
9.82E+00,37.42838879,6.117874532,152.9468633
9.83E+00,37.00068544,6.082818873,152.0704718
9.84E+00,36.57835717,6.048004396,151.2001099
9.85E+00,36.16133028,6.013429161,150.335729
9.86E+00,35.74953219,5.979091251,149.4772813
9.87E+00,35.34289139,5.944988763,148.6247191
9.88E+00,34.94133743,5.911119811,147.7779953
9.89E+00,34.54480089,5.87748253,146.9370632
9.90E+00,34.15321339,5.844075067,146.1018767
9.91E+00,33.76650756,5.81089559,145.2723897
9.92E+00,33.38461701,5.777942282,144.448557
9.93E+00,33.00747634,5.745213342,143.6303335
9.94E+00,32.63502112,5.712706987,142.8176747
9.95E+00,32.26718784,5.680421449,142.0105362
9.96E+00,31.90391395,5.648354977,141.2088744
9.97E+00,31.54513779,5.616505834,140.4126459
9.98E+00,31.19079862,5.584872301,139.6218075
9.99E+00,30.84083296,5.553452346,138.8363086
1.00E+01,30.49523997,5.522249539,138.0562385
