YMD, startHMS, startSSM(s), stopSSM(s), idnum, dispersionConstant, burstOrSurvey, electricOrMagnetic, altitude(km), radius(RJ), mshell, mlat(deg), lat(deg), jovigraphic_latitude(deg), centrifugal_latitude(deg), mlt(hours), lt(hours), io_phase(deg), longitude(deg), footlatClose(deg), footlonClose(deg), footlatFar(deg), footlonFar(deg),plottedFootlat,plottedFootlon
20200725,24223.33,9743.33,9747.65,172,1035.828,Burst,Magnetic,317400,5.4283,6.13,18.72,24.33,24.85,21.37,21.9,22.11,59.98,317.8,72.075,293.676,-65.015,333.019,-65.015,333.019
20200725,24223.33,9743.33,9751.97,172,1110.418,Burst,Electric,317400,5.4283,6.13,18.72,24.33,24.85,21.37,21.9,22.11,59.98,317.8,72.075,293.676,-65.015,333.019,-65.015,333.019
20200725,24226.78,9746.78,9751.97,986,1038.592,Burst,Electric,317400,5.4283,6.13,18.72,24.33,24.85,21.37,21.9,22.11,59.98,317.8,72.075,293.676,-65.015,333.019,-65.015,333.019
20200725,24226.78,9746.78,9753.7,986,1041.327,Burst,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24227,9747,9761,64,2703.103,Survey,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24227,9747,9761,64,2891.396,Survey,Electric,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24227,9747,9753,65,898.867,Survey,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24227,9747,9753,65,929.157,Survey,Electric,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24227.65,9747.65,9751.97,173,1307.55,Burst,Electric,317400,5.4283,6.13,18.72,24.33,24.85,21.37,21.9,22.11,59.98,317.8,72.075,293.676,-65.015,333.019,-65.015,333.019
20200725,24229.38,9749.38,9762.34,987,3095.708,Burst,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24229.38,9749.38,9760.61,987,3200.258,Burst,Electric,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24244.93,9764.93,9777.02,989,2076.61,Burst,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24244.93,9764.93,9777.02,989,2322.64,Burst,Electric,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24245,9765,9777,66,2040.28,Survey,Electric,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24247,9767,9776,66,2070.307,Survey,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24250.98,9770.98,9784.8,176,5387.742,Burst,Magnetic,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24251.84,9771.84,9784.8,176,4812.952,Burst,Electric,316000,5.4095,6.11,18.72,24.43,24.94,21.4,21.89,22.11,60.15,318.4,72.084,294.417,-64.923,333.536,-64.923,333.536
20200725,24355,9835,9843,67,889.667,Survey,Magnetic,314700,5.3907,6.089,18.72,24.52,25.04,21.44,21.89,22.11,60.32,319.1,72.093,295.152,-64.832,334.054,-64.832,334.054
20200725,24355,9835,9844,67,1047.56,Survey,Electric,314700,5.3907,6.089,18.72,24.52,25.04,21.44,21.89,22.11,60.32,319.1,72.093,295.152,-64.832,334.054,-64.832,334.054
20200725,24355.78,9835.78,9841.82,990,1043.021,Burst,Magnetic,314700,5.3907,6.089,18.72,24.52,25.04,21.44,21.89,22.11,60.32,319.1,72.093,295.152,-64.832,334.054,-64.832,334.054
20200725,24355.78,9835.78,9841.82,990,1132.87,Burst,Electric,314700,5.3907,6.089,18.72,24.52,25.04,21.44,21.89,22.11,60.32,319.1,72.093,295.152,-64.832,334.054,-64.832,334.054
20200725,24418,9858,9869,68,1894.704,Survey,Electric,314700,5.3907,6.089,18.72,24.52,25.04,21.44,21.89,22.11,60.32,319.1,72.093,295.152,-64.832,334.054,-64.832,334.054
20200725,24418,9858,9869,68,1999.662,Survey,Magnetic,314700,5.3907,6.089,18.72,24.52,25.04,21.44,21.89,22.11,60.32,319.1,72.093,295.152,-64.832,334.054,-64.832,334.054
20200725,24619.2,9979.2,9984.38,991,1018.382,Burst,Magnetic,312000,5.3531,6.049,18.73,24.72,25.24,21.5,21.89,22.1,60.66,320.3,72.112,296.607,-64.648,335.089,-64.648,335.089
20200725,24620,9980,9985,69,1071.922,Survey,Electric,312000,5.3531,6.049,18.73,24.72,25.24,21.5,21.89,22.1,60.66,320.3,72.112,296.607,-64.648,335.089,-64.648,335.089
20200725,24620,9980,9986,69,1116.459,Survey,Magnetic,312000,5.3531,6.049,18.73,24.72,25.24,21.5,21.89,22.1,60.66,320.3,72.112,296.607,-64.648,335.089,-64.648,335.089
20200725,24620.06,9980.06,9984.38,991,1106.626,Burst,Electric,312000,5.3531,6.049,18.73,24.72,25.24,21.5,21.89,22.1,60.66,320.3,72.112,296.607,-64.648,335.089,-64.648,335.089
20200725,24622.66,9982.66,9987.84,1022,977.149,Survey,Magnetic,312000,5.3531,6.049,18.73,24.72,25.24,21.5,21.89,22.1,60.66,320.3,72.112,296.607,-64.648,335.089,-64.648,335.089
20200725,24624.38,9984.38,9986.98,1022,994.095,Survey,Electric,312000,5.3531,6.049,18.73,24.72,25.24,21.5,21.89,22.1,60.66,320.3,72.112,296.607,-64.648,335.089,-64.648,335.089
20200725,24813,10093,10100,70,1063.822,Survey,Electric,309300,5.3153,6.009,18.75,24.91,25.44,21.58,21.89,22.1,61,321.6,72.133,298.041,-64.465,336.126,-64.465,336.126
20200725,24813.25,10093.25,10099.3,992,1117.088,Burst,Magnetic,309300,5.3153,6.009,18.75,24.91,25.44,21.58,21.89,22.1,61,321.6,72.133,298.041,-64.465,336.126,-64.465,336.126
20200725,24813.25,10093.25,10100.16,992,1160.677,Burst,Electric,309300,5.3153,6.009,18.75,24.91,25.44,21.58,21.89,22.1,61,321.6,72.133,298.041,-64.465,336.126,-64.465,336.126
20200725,24814,10094,10100,70,1011.232,Survey,Magnetic,309300,5.3153,6.009,18.75,24.91,25.44,21.58,21.89,22.1,61,321.6,72.133,298.041,-64.465,336.126,-64.465,336.126
20200725,24840,10120,10129,71,2118.717,Survey,Electric,308000,5.2964,5.989,18.76,25.01,25.55,21.61,21.89,22.1,61.18,322.3,72.145,298.751,-64.374,336.645,-64.374,336.645
20200725,24910,10150,10158,72,1003.045,Survey,Magnetic,308000,5.2964,5.989,18.76,25.01,25.55,21.61,21.89,22.1,61.18,322.3,72.145,298.751,-64.374,336.645,-64.374,336.645
20200725,24910,10150,10158,72,1080.482,Survey,Electric,308000,5.2964,5.989,18.76,25.01,25.55,21.61,21.89,22.1,61.18,322.3,72.145,298.751,-64.374,336.645,-64.374,336.645
20200725,24911.14,10151.14,10157.18,993,1045.573,Burst,Electric,308000,5.2964,5.989,18.76,25.01,25.55,21.61,21.89,22.1,61.18,322.3,72.145,298.751,-64.374,336.645,-64.374,336.645
20200725,24911.14,10151.14,10157.18,993,1108.283,Burst,Magnetic,308000,5.2964,5.989,18.76,25.01,25.55,21.61,21.89,22.1,61.18,322.3,72.145,298.751,-64.374,336.645,-64.374,336.645
20200725,24916.32,10156.32,10159.78,1023,1212.562,Survey,Magnetic,308000,5.2964,5.989,18.76,25.01,25.55,21.61,21.89,22.1,61.18,322.3,72.145,298.751,-64.374,336.645,-64.374,336.645
20200725,24934,10174,10178,73,1956.95,Survey,Magnetic,306600,5.2775,5.969,18.77,25.11,25.65,21.65,21.88,22.09,61.35,322.9,72.157,299.456,-64.283,337.164,-64.283,337.164
20200725,24934,10174,10182,73,2062.485,Survey,Electric,306600,5.2775,5.969,18.77,25.11,25.65,21.65,21.88,22.09,61.35,322.9,72.157,299.456,-64.283,337.164,-64.283,337.164
20200725,24959,10199,10204,74,3662.303,Survey,Electric,306600,5.2775,5.969,18.77,25.11,25.65,21.65,21.88,22.09,61.35,322.9,72.157,299.456,-64.283,337.164,-64.283,337.164
20200725,25146.66,10306.66,10310.11,181,522.748,Burst,Magnetic,303900,5.2395,5.93,18.79,25.31,25.86,21.73,21.88,22.09,61.69,324.2,72.186,300.853,-64.1,338.204,-64.1,338.204
20200725,25146.66,10306.66,10310.98,181,529.322,Burst,Electric,303900,5.2395,5.93,18.79,25.31,25.86,21.73,21.88,22.09,61.69,324.2,72.186,300.853,-64.1,338.204,-64.1,338.204
20200725,25152.7,10312.7,10312.7,182,69.051,Burst,Electric,303900,5.2395,5.93,18.79,25.31,25.86,21.73,21.88,22.09,61.69,324.2,72.186,300.853,-64.1,338.204,72.186,300.853
20200725,25212.58,10332.58,10340.35,994,1202.593,Burst,Magnetic,303900,5.2395,5.93,18.79,25.31,25.86,21.73,21.88,22.09,61.69,324.2,72.186,300.853,-64.1,338.204,-64.1,338.204
20200725,25212.58,10332.58,10338.62,994,1217.508,Burst,Electric,303900,5.2395,5.93,18.79,25.31,25.86,21.73,21.88,22.09,61.69,324.2,72.186,300.853,-64.1,338.204,-64.1,338.204
20200725,25239.36,10359.36,10368,184,2209.247,Burst,Electric,302600,5.2205,5.91,18.81,25.41,25.96,21.77,21.88,22.09,61.87,324.8,72.201,301.545,-64.009,338.724,-64.009,338.724
20200725,25241.09,10361.09,10367.14,184,2287.744,Burst,Magnetic,302600,5.2205,5.91,18.81,25.41,25.96,21.77,21.88,22.09,61.87,324.8,72.201,301.545,-64.009,338.724,-64.009,338.724
20200725,25531.3,10531.3,10537.34,995,1242.745,Burst,Magnetic,298500,5.1632,5.851,18.86,25.72,26.28,21.91,21.87,22.08,62.39,326.7,72.256,303.599,-63.737,340.287,-63.737,340.287
20200725,25531.3,10531.3,10538.21,995,1383.467,Burst,Electric,298500,5.1632,5.851,18.86,25.72,26.28,21.91,21.87,22.08,62.39,326.7,72.256,303.599,-63.737,340.287,-63.737,340.287
20200725,25727.07,10647.07,10653.98,996,1157.159,Burst,Electric,295800,5.1249,5.812,18.91,25.93,26.5,22,21.87,22.08,62.74,328,72.299,304.95,-63.556,341.331,-63.556,341.331
20200725,25727.94,10647.94,10653.98,996,1200.2,Burst,Magnetic,295800,5.1249,5.812,18.91,25.93,26.5,22,21.87,22.08,62.74,328,72.299,304.95,-63.556,341.331,-63.556,341.331
20200725,30040.61,10840.61,10845.79,997,1030.219,Burst,Electric,291700,5.0672,5.755,18.99,26.25,26.83,22.16,21.87,22.07,63.26,329.9,72.375,306.957,-63.286,342.901,-63.286,342.901
20200725,30415.74,11055.74,11062.66,998,2611.817,Burst,Electric,287600,5.0093,5.697,19.08,26.58,27.17,22.32,21.86,22.06,63.79,331.8,72.466,308.945,-63.017,344.475,-63.017,344.475
20200725,70228.03,25348.03,25353.22,920,545.448,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70228.03,25348.03,25353.22,920,570.435,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70232,25352,25358,1,548.832,Survey,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70232,25352,25358,1,582.199,Survey,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70232.35,25352.35,25358.4,926,622.611,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70232.35,25352.35,25358.4,926,642.664,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70238,25358,25366,2,1196.744,Survey,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70238,25358,25366,2,1225.284,Survey,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70238.4,25358.4,25365.31,144,1269.295,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70238.4,25358.4,25367.04,144,1299.253,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70256,25376,25392,3,1731.177,Survey,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70256,25376,25392,3,1744.769,Survey,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70257.41,25377.41,25390.37,928,1672.074,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70257.41,25377.41,25390.37,928,1768.604,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70311.23,25391.23,25397.28,929,586.721,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70311.23,25391.23,25397.28,929,665.109,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70317.28,25397.28,25406.78,930,1189.796,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70318.14,25398.14,25406.78,930,1145.705,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70321.6,25401.6,25412.83,931,2253.351,Burst,Electric,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70321.6,25401.6,25411.1,931,2274.411,Burst,Magnetic,63450,1.8436,6.255,-57.68,-54.8,-56.67,-56.84,10.14,9.15,291.2,309.9,-67.188,314.305,70.485,267.665,70.485,267.665
20200725,70342,25422,25429,4,606.247,Survey,Electric,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70342,25422,25429,4,659.975,Survey,Magnetic,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70342.34,25422.34,25428.38,932,591.58,Burst,Magnetic,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70343.2,25423.2,25429.25,932,610.571,Burst,Electric,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70408.26,25448.26,25455.17,933,1541.063,Burst,Magnetic,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70408.26,25448.26,25458.62,933,1636.933,Burst,Electric,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70416.03,25456.03,25460.35,921,1243.833,Burst,Electric,65220,1.8677,6.699,-58.62,-55.56,-57.39,-57.73,10.13,9.11,292,311.2,-67.778,315.626,71.117,266.532,71.117,266.532
20200725,70428.13,25468.13,25473.31,151,994.71,Burst,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70439,25479,25483,5,423.408,Survey,Magnetic,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70439,25479,25486,5,588.952,Survey,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70439.36,25479.36,25483.68,922,644.494,Burst,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70439.36,25479.36,25482.82,922,687.374,Burst,Magnetic,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70502.69,25502.69,25507.87,923,1431.243,Burst,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70502.69,25502.69,25509.6,923,1443.975,Burst,Magnetic,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70503,25503,25508,6,1372.476,Survey,Magnetic,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70503,25503,25509,6,1389.546,Survey,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70512,25512,25519,7,495.345,Survey,Magnetic,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70513,25513,25517,7,610.795,Survey,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70513.06,25513.06,25514.78,924,608.519,Burst,Magnetic,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70513.06,25513.06,25518.24,924,756.012,Burst,Electric,67000,1.8917,7.193,-59.54,-56.29,-58.08,-58.59,10.11,9.07,292.8,312.4,-68.345,316.957,71.729,265.33,71.729,265.33
20200725,70528,25528,25534,8,1850.302,Survey,Electric,68770,1.9159,7.751,-60.43,-57,-58.75,-59.43,10.09,9.02,293.6,313.7,-68.889,318.299,72.318,264.057,72.318,264.057
20200725,70534,25534,25537,457,963.097,Survey,Electric,68770,1.9159,7.751,-60.43,-57,-58.75,-59.43,10.09,9.02,293.6,313.7,-68.889,318.299,72.318,264.057,72.318,264.057
20200725,70537.25,25537.25,25549.34,925,1766.132,Burst,Electric,68770,1.9159,7.751,-60.43,-57,-58.75,-59.43,10.09,9.02,293.6,313.7,-68.889,318.299,72.318,264.057,72.318,264.057
20200725,70538,25538,25542,9,1979.452,Survey,Electric,68770,1.9159,7.751,-60.43,-57,-58.75,-59.43,10.09,9.02,293.6,313.7,-68.889,318.299,72.318,264.057,72.318,264.057
20200915,211912,76752,76752,1059,33.154,Burst,Electric,417000,6.8263,9.418,27.63,17.94,18.25,24.14,22.05,22,356.5,178.1,52.718,172.616,-78.981,157.086,-78.981,157.086
20200915,211918,76758,76758,1062,28.5,Burst,Electric,417000,6.8263,9.418,27.63,17.94,18.25,24.14,22.05,22,356.5,178.1,52.718,172.616,-78.981,157.086,-78.981,157.086
20200915,211952,76792,76792,1063,23.115,Burst,Electric,415800,6.8093,9.411,27.73,18,18.31,24.22,22.05,22,356.7,178.8,52.762,172.911,-79.069,158.178,-79.069,158.178
20200915,212003,76803,76803,1064,26.626,Burst,Electric,415800,6.8093,9.411,27.73,18,18.31,24.22,22.05,22,356.7,178.8,52.762,172.911,-79.069,158.178,-79.069,158.178
20200915,212752,77272,77272,1065,17.56,Burst,Electric,406000,6.6725,9.346,28.47,18.49,18.82,24.9,22.02,21.99,357.9,183.7,53.153,175.304,-79.702,167.577,-79.702,167.577
20200915,212851,77331,77331,1066,23.731,Burst,Electric,404800,6.6554,9.336,28.56,18.55,18.89,24.98,22.01,21.99,358.1,184.3,53.206,175.607,-79.769,168.835,-79.769,168.835
20200915,213242,77562,77562,1067,24.185,Burst,Electric,399900,6.5864,9.292,28.9,18.81,19.15,25.3,22,21.98,358.7,186.8,53.432,176.83,-80.007,174.042,-80.007,174.042
20200915,213258,77578,77578,1068,30.559,Burst,Electric,399900,6.5864,9.292,28.9,18.81,19.15,25.3,22,21.98,358.7,186.8,53.432,176.83,-80.007,174.042,-80.007,174.042
20200915,220736,79656,79656,1069,19.572,Burst,Electric,355900,5.9692,8.638,31.29,21.29,21.71,27.86,21.84,21.94,4.36,208.7,56.051,188.508,-79.378,220.527,-79.378,220.527
20200915,220739,79659,79659,1060,24.51,Burst,Electric,355900,5.9692,8.638,31.29,21.29,21.71,27.86,21.84,21.94,4.36,208.7,56.051,188.508,-79.378,220.527,-79.378,220.527
20200915,221136,79896,79896,1061,17.355,Burst,Magnetic,350700,5.897,8.536,31.49,21.61,22.04,28.12,21.82,21.93,5.014,211.2,56.414,189.995,-79.081,224.844,-79.081,224.844
20200915,221136,79896,79896,1061,20.475,Burst,Electric,350700,5.897,8.536,31.49,21.61,22.04,28.12,21.82,21.93,5.014,211.2,56.414,189.995,-79.081,224.844,-79.081,224.844
20201107,223900,81540,81541.73,939,498.637,Burst,Magnetic,286500,4.9958,6.1,25.29,25.67,26.25,26.23,21.33,21.62,353.8,286,69.116,257.731,-67.979,306.49,-67.979,306.49
20201107,223900,81540,81541.73,939,521.304,Burst,Electric,286500,4.9958,6.1,25.29,25.67,26.25,26.23,21.33,21.62,353.8,286,69.116,257.731,-67.979,306.49,-67.979,306.49
20201107,224735.81,82055.81,82056.67,944,567.452,Burst,Electric,274000,4.8201,5.895,25.3,26.72,27.33,26.63,21.3,21.6,355.4,291.8,69.633,266.099,-67.002,311.254,-67.002,311.254
20201107,224735.81,82055.81,82058.4,944,619.585,Burst,Magnetic,274000,4.8201,5.895,25.3,26.72,27.33,26.63,21.3,21.6,355.4,291.8,69.633,266.099,-67.002,311.254,-67.002,311.254
20201107,224736.67,82056.67,82059.26,79,610.764,Survey,Magnetic,274000,4.8201,5.895,25.3,26.72,27.33,26.63,21.3,21.6,355.4,291.8,69.633,266.099,-67.002,311.254,-67.002,311.254
20201107,224736.67,82056.67,82059.26,945,548.782,Burst,Electric,274000,4.8201,5.895,25.3,26.72,27.33,26.63,21.3,21.6,355.4,291.8,69.633,266.099,-67.002,311.254,-67.002,311.254
20201107,224736.67,82056.67,82059.26,945,616.528,Burst,Magnetic,274000,4.8201,5.895,25.3,26.72,27.33,26.63,21.3,21.6,355.4,291.8,69.633,266.099,-67.002,311.254,-67.002,311.254
20201107,224754.82,82074.82,82081.73,80,752.519,Survey,Magnetic,274000,4.8201,5.895,25.3,26.72,27.33,26.63,21.3,21.6,355.4,291.8,69.633,266.099,-67.002,311.254,-67.002,311.254
20201107,224857.89,82137.89,82145.66,81,727.406,Survey,Magnetic,272600,4.8005,5.872,25.31,26.84,27.46,26.67,21.3,21.6,355.5,292.4,69.673,267.041,-66.894,311.784,-66.894,311.784
20201107,224858.75,82138.75,82143.07,946,680.399,Burst,Magnetic,272600,4.8005,5.872,25.31,26.84,27.46,26.67,21.3,21.6,355.5,292.4,69.673,267.041,-66.894,311.784,-66.894,311.784
20201107,225020.83,82220.83,82221.7,947,588.923,Burst,Electric,271200,4.7808,5.85,25.32,26.96,27.58,26.72,21.3,21.6,355.7,293.1,69.71,267.983,-66.786,312.314,-66.786,312.314
20201107,225020.83,82220.83,82221.7,947,695.699,Burst,Magnetic,271200,4.7808,5.85,25.32,26.96,27.58,26.72,21.3,21.6,355.7,293.1,69.71,267.983,-66.786,312.314,-66.786,312.314
20201107,225051.94,82251.94,82260.58,1025,746.18,Survey,Magnetic,269800,4.761,5.828,25.32,27.08,27.71,26.77,21.3,21.59,355.9,293.7,69.744,268.926,-66.678,312.844,-66.678,312.844
20201107,225121.31,82281.31,82283.9,82,384.485,Survey,Electric,269800,4.761,5.828,25.32,27.08,27.71,26.77,21.3,21.59,355.9,293.7,69.744,268.926,-66.678,312.844,-66.678,312.844
20201107,225121.31,82281.31,82283.9,82,499.23,Survey,Magnetic,269800,4.761,5.828,25.32,27.08,27.71,26.77,21.3,21.59,355.9,293.7,69.744,268.926,-66.678,312.844,-66.678,312.844
20201107,225123.04,82283.04,82283.9,948,617.32,Burst,Magnetic,269800,4.761,5.828,25.32,27.08,27.71,26.77,21.3,21.59,355.9,293.7,69.744,268.926,-66.678,312.844,-66.678,312.844
20201107,225123.04,82283.04,82283.9,948,634.84,Burst,Electric,269800,4.761,5.828,25.32,27.08,27.71,26.77,21.3,21.59,355.9,293.7,69.744,268.926,-66.678,312.844,-66.678,312.844
20201107,225243.39,82363.39,82365.12,949,595.497,Burst,Magnetic,267000,4.7215,5.784,25.35,27.33,27.97,26.88,21.29,21.59,356.3,295,69.801,270.81,-66.462,313.907,-66.462,313.907
20201107,225243.39,82363.39,82365.12,949,614.99,Burst,Electric,267000,4.7215,5.784,25.35,27.33,27.97,26.88,21.29,21.59,356.3,295,69.801,270.81,-66.462,313.907,-66.462,313.907
20201107,225246.85,82366.85,82370.3,950,840.913,Burst,Magnetic,267000,4.7215,5.784,25.35,27.33,27.97,26.88,21.29,21.59,356.3,295,69.801,270.81,-66.462,313.907,-66.462,313.907
20201107,225258.94,82378.94,82382.4,951,688.117,Burst,Electric,267000,4.7215,5.784,25.35,27.33,27.97,26.88,21.29,21.59,356.3,295,69.801,270.81,-66.462,313.907,-66.462,313.907
20201107,225258.94,82378.94,82382.4,951,708.935,Burst,Magnetic,267000,4.7215,5.784,25.35,27.33,27.97,26.88,21.29,21.59,356.3,295,69.801,270.81,-66.462,313.907,-66.462,313.907
20201107,225330.05,82410.05,82414.37,83,561.168,Survey,Magnetic,265600,4.7016,5.762,25.36,27.46,28.1,26.93,21.29,21.59,356.4,295.6,69.824,271.751,-66.354,314.438,-66.354,314.438
