YMD,startHMS,startSSM(s),stopSSM(s),idnum,dispersionConstant,burstOrSurvey,electricOrMagnetic,altitude(km),radius(RJ),mshell,mlat(deg),lat(deg),jovigraphic_latitude(deg),centrifugal_latitude(deg),mlt(hours),lt(hours),io_phase(deg),longitude(deg),footlat(deg),footlon(deg)
20170327,091453.380,33293.38,33293.38,202,0.331,Burst,Magnetic,23804,1.2991,1.9746,-35.047,-45.278,-48.1335,-39.008,16.7589,16.74,169.878,200.023,-54.692,199.299
20170327,091558.180,33358.18,33358.18,203,0.567,Burst,Electric,25444,1.32,2.1063,-36.888,-47.118,-49.9103,-40.8387,16.76,16.73,170.094,200.779,-56.429,199.889
20170327,091558.180,33358.18,33358.18,203,0.439,Burst,Magnetic,25444,1.32,2.1063,-36.888,-47.118,-49.9103,-40.8387,16.76,16.73,170.094,200.779,-56.429,199.889
20170327,091004.800,33004.8,33004.8,204,0.45,Burst,Electric,16929,1.2128,1.5202,-26.127,-36.377,-39.366,-30.126,16.75,16.76,168.916,196.848,-46.701,196.659
20170327,091004.800,33004.8,33004.8,204,0.563,Burst,Magnetic,16929,1.2128,1.5202,-26.127,-36.377,-39.366,-30.126,16.75,16.76,168.916,196.848,-46.701,196.659
20170327,091605.950,33365.95,33365.95,205,0.161,Burst,Electric,25643,1.3225,2.1232,-37.104,-47.333,-50.1157,-41.0536,16.761,16.73,170.12,200.859,-56.638,199.965
20170327,091605.950,33365.95,33365.95,205,0.411,Burst,Magnetic,25643,1.3225,2.1232,-37.104,-47.333,-50.1157,-41.0536,16.761,16.73,170.12,200.859,-56.638,199.965
20170327,091607.680,33367.68,33367.68,206,0.457,Burst,Electric,25687,1.3231,2.127,-37.151,-47.38,-50.161,-41.1012,16.7613,16.73,170.126,200.877,-56.685,199.982
20170327,091607.680,33367.68,33367.68,206,0.695,Burst,Magnetic,25687,1.3231,2.127,-37.151,-47.38,-50.161,-41.1012,16.7613,16.73,170.126,200.877,-56.685,199.982
20170327,091612.000,33372,33372,207,0.696,Burst,Magnetic,25798,1.3245,2.1366,-37.27,-47.498,-50.274,-41.22,16.762,16.73,170.14,200.92,-56.801,200.025
20170327,091618.050,33378.05,33378.05,208,0.685,Burst,Electric,25953,1.3265,2.15,-37.436,-47.663,-50.4323,-41.3864,16.763,16.73,170.16,200.981,-56.964,200.085
20170327,091618.050,33378.05,33378.05,208,1.053,Burst,Magnetic,25953,1.3265,2.15,-37.436,-47.663,-50.4323,-41.3864,16.763,16.73,170.16,200.981,-56.964,200.085
20170327,091709.020,33429.02,33429.02,209,0.517,Burst,Electric,27266,1.3434,2.2648,-38.832,-49.051,-51.7585,-42.779,16.77,16.73,170.345,201.505,-58.339,200.6
20170327,091709.020,33429.02,33429.02,209,0.764,Burst,Magnetic,27266,1.3434,2.2648,-38.832,-49.051,-51.7585,-42.779,16.77,16.73,170.345,201.505,-58.339,200.6
20170327,091714.210,33434.21,33434.21,210,0.723,Burst,Electric,27402,1.3451,2.2773,-38.971,-49.189,-51.89,-42.9166,16.77,16.73,170.371,201.566,-58.479,200.657
20170327,091714.210,33434.21,33434.21,210,0.537,Burst,Magnetic,27402,1.3451,2.2773,-38.971,-49.189,-51.89,-42.9166,16.77,16.73,170.371,201.566,-58.479,200.657
20170327,091721.980,33441.98,33441.98,211,0.857,Burst,Electric,27605,1.3477,2.2961,-39.18,-49.396,-52.0868,-43.1225,16.77,16.73,170.41,201.656,-58.689,200.743
20170327,091721.980,33441.98,33441.98,211,1.632,Burst,Magnetic,27605,1.3477,2.2961,-39.18,-49.396,-52.0868,-43.1225,16.77,16.73,170.41,201.656,-58.689,200.743
20170326,091753.090,33473.09,33473.09,212,1.59,Burst,Electric,28419,1.3582,2.3713,-40.015,-50.226,-52.8749,-43.9469,16.77,16.72,170.565,202.019,-59.53,201.085
20170326,091753.090,33473.09,33473.09,212,0.719,Burst,Magnetic,28419,1.3582,2.3713,-40.015,-50.226,-52.8749,-43.9469,16.77,16.72,170.565,202.019,-59.53,201.085
20170326,091802.590,33482.59,33482.59,213,1.128,Burst,Electric,28668,1.3614,2.3948,-40.267,-50.476,-53.1135,-44.1969,16.7704,16.72,170.609,202.13,-59.787,201.193
20170326,091802.590,33482.59,33482.59,213,1.047,Burst,Magnetic,28668,1.3614,2.3948,-40.267,-50.476,-53.1135,-44.1969,16.7704,16.72,170.609,202.13,-59.787,201.193
20170326,091802.590,33482.59,33482.59,214,0.564,Burst,Electric,28668,1.3614,2.3948,-40.267,-50.476,-53.1135,-44.1969,16.7704,16.72,170.609,202.13,-59.787,201.193
20170326,091802.590,33482.59,33482.59,214,0.526,Burst,Magnetic,28668,1.3614,2.3948,-40.267,-50.476,-53.1135,-44.1969,16.7704,16.72,170.609,202.13,-59.787,201.193
20170327,091024.670,33024.67,33024.67,215,0.415,Burst,Electric,17379,1.2184,1.5461,-26.776,-37.026,-40.0118,-30.7718,16.75,16.76,168.982,197.047,-47.283,196.857
20170327,091024.670,33024.67,33024.67,215,0.541,Burst,Magnetic,17379,1.2184,1.5461,-26.776,-37.026,-40.0118,-30.7718,16.75,16.76,168.982,197.047,-47.283,196.857
20170327,091806.910,33486.91,33486.91,216,0.439,Burst,Electric,28782,1.3629,2.4062,-40.379,-50.587,-53.2193,-44.3085,16.7712,16.72,170.623,202.181,-59.903,201.247
20170327,091806.910,33486.91,33486.91,216,0.353,Burst,Magnetic,28782,1.3629,2.4062,-40.379,-50.587,-53.2193,-44.3085,16.7712,16.72,170.623,202.181,-59.903,201.247
20170327,091814.690,33494.69,33494.69,217,0.401,Burst,Electric,28987,1.3655,2.4267,-40.579,-50.787,-53.4099,-44.5095,16.7724,16.72,170.649,202.271,-60.113,201.343
20170327,091819.870,33499.87,33499.87,218,0.754,Burst,Electric,29123,1.3673,2.4403,-40.713,-50.92,-53.5368,-44.6433,16.7733,16.72,170.666,202.332,-60.253,201.407
20170327,091819.870,33499.87,33499.87,218,0.612,Burst,Magnetic,29123,1.3673,2.4403,-40.713,-50.92,-53.5368,-44.6433,16.7733,16.72,170.666,202.332,-60.253,201.407
20170327,091821.600,33501.6,33501.6,219,0.445,Burst,Electric,29169,1.3679,2.4449,-40.758,-50.964,-53.5792,-44.688,16.7736,16.72,170.672,202.352,-60.299,201.428
20170327,091821.600,33501.6,33501.6,219,0.64,Burst,Magnetic,29169,1.3679,2.4449,-40.758,-50.964,-53.5792,-44.688,16.7736,16.72,170.672,202.352,-60.299,201.428
20170327,091824.190,33504.19,33504.19,220,2.581,Burst,Magnetic,29237,1.3688,2.4517,-40.825,-51.031,-53.6427,-44.7549,16.774,16.72,170.681,202.382,-60.369,201.461
20170327,091824.190,33504.19,33504.19,221,5.509,Burst,Magnetic,29237,1.3688,2.4517,-40.825,-51.031,-53.6427,-44.7549,16.774,16.72,170.681,202.382,-60.369,201.461
20170327,091849.250,33529.25,33529.25,222,0.551,Burst,Electric,29897,1.3774,2.5177,-41.472,-51.674,-54.2566,-45.4023,16.7782,16.72,170.764,202.675,-61.045,201.771
20170327,091849.250,33529.25,33529.25,222,0.673,Burst,Magnetic,29897,1.3774,2.5177,-41.472,-51.674,-54.2566,-45.4023,16.7782,16.72,170.764,202.675,-61.045,201.771
20170327,091857.890,33537.89,33537.89,223,0.42,Burst,Electric,30124,1.3803,2.5404,-41.695,-51.896,-54.4683,-45.6255,16.7796,16.72,170.793,202.775,-61.278,201.878
20170327,091857.890,33537.89,33537.89,223,0.463,Burst,Magnetic,30124,1.3803,2.5404,-41.695,-51.896,-54.4683,-45.6255,16.7796,16.72,170.793,202.775,-61.278,201.878
20170327,091924.670,33564.67,33564.67,224,0.574,Burst,Electric,30842,1.3896,2.6167,-42.375,-52.567,-55.1039,-46.2968,16.78,16.72,170.882,203.088,-61.991,202.246
20170327,091924.670,33564.67,33564.67,224,0.527,Burst,Magnetic,30842,1.3896,2.6167,-42.375,-52.567,-55.1039,-46.2968,16.78,16.72,170.882,203.088,-61.991,202.246
20170327,091942.820,33582.82,33582.82,225,2.278,Burst,Magnetic,31329,1.3959,2.6688,-42.835,-53.021,-55.5334,-46.7505,16.78,16.72,170.943,203.3,-62.474,202.498
20170327,091136.380,33096.38,33096.38,226,0.623,Burst,Electric,19029,1.2389,1.6435,-29.088,-39.332,-42.306,-33.072,16.75,16.75,169.221,197.824,-49.341,197.551
20170327,091136.380,33096.38,33096.38,226,1.191,Burst,Magnetic,19029,1.2389,1.6435,-29.088,-39.332,-42.306,-33.072,16.75,16.75,169.221,197.824,-49.341,197.551
20170327,091943.680,33583.68,33583.68,227,0.673,Burst,Electric,31352,1.3962,2.6712,-42.857,-53.042,-55.5538,-46.772,16.78,16.72,170.946,203.31,-62.497,202.51
20170327,091943.680,33583.68,33583.68,227,0.713,Burst,Magnetic,31352,1.3962,2.6712,-42.857,-53.042,-55.5538,-46.772,16.78,16.72,170.946,203.31,-62.497,202.51
20170327,091948.860,33588.86,33588.86,228,0.52,Burst,Electric,31491,1.398,2.6861,-42.988,-53.172,-55.6764,-46.9015,16.78,16.72,170.963,203.37,-62.635,202.582
20170327,091948.860,33588.86,33588.86,228,0.519,Burst,Magnetic,31491,1.398,2.6861,-42.988,-53.172,-55.6764,-46.9015,16.78,16.72,170.963,203.37,-62.635,202.582
20170327,091959.230,33599.23,33599.23,229,0.452,Burst,Electric,31769,1.4017,2.7158,-43.25,-53.431,-55.9218,-47.1608,16.78,16.72,170.997,203.491,-62.911,202.725
20170327,092038.110,33638.11,33638.11,230,5.008,Burst,Magnetic,32819,1.4154,2.8368,-44.204,-54.377,-56.8165,-48.1073,16.7864,16.71,171.127,203.881,-63.916,203.318
20170327,092042.430,33642.43,33642.43,231,0.234,Burst,Electric,32936,1.4169,2.8502,-44.31,-54.482,-56.9159,-48.2125,16.7871,16.71,171.141,203.924,-64.028,203.384
20170327,092042.430,33642.43,33642.43,231,0.235,Burst,Magnetic,32936,1.4169,2.8502,-44.31,-54.482,-56.9159,-48.2125,16.7871,16.71,171.141,203.924,-64.028,203.384
20170327,092051.070,33651.07,33651.07,232,0.648,Burst,Electric,33169,1.4199,2.8772,-44.521,-54.693,-57.1146,-48.4227,16.7885,16.71,171.17,204.011,-64.251,203.516
20170327,092051.070,33651.07,33651.07,232,0.49,Burst,Magnetic,33169,1.4199,2.8772,-44.521,-54.693,-57.1146,-48.4227,16.7885,16.71,171.17,204.011,-64.251,203.516
20170327,092100.580,33660.58,33660.58,233,0.334,Burst,Electric,33426,1.4233,2.907,-44.754,-54.924,-57.3329,-48.6537,16.7901,16.71,171.202,204.107,-64.496,203.662
20170327,092100.580,33660.58,33660.58,233,0.242,Burst,Magnetic,33426,1.4233,2.907,-44.754,-54.924,-57.3329,-48.6537,16.7901,16.71,171.202,204.107,-64.496,203.662
20170327,092148.100,33708.1,33708.1,234,0.562,Burst,Electric,34725,1.4403,3.0677,-45.878,-56.04,-58.3862,-49.7784,16.798,16.7,171.36,204.661,-65.676,204.441
20170327,092148.100,33708.1,33708.1,234,0.515,Burst,Magnetic,34725,1.4403,3.0677,-45.878,-56.04,-58.3862,-49.7784,16.798,16.7,171.36,204.661,-65.676,204.441
20170327,092155.010,33715.01,33715.01,235,0.576,Burst,Magnetic,34914,1.4428,3.0911,-46.042,-56.203,-58.5394,-49.9419,16.7992,16.7,171.383,204.742,-65.847,204.554
20170327,092201.920,33721.92,33721.92,236,1.126,Burst,Electric,35103,1.4452,3.1151,-46.204,-56.364,-58.691,-50.1038,16.8003,16.7,171.41,204.822,-66.016,204.669
20170327,092201.920,33721.92,33721.92,236,1.382,Burst,Magnetic,35103,1.4452,3.1151,-46.204,-56.364,-58.691,-50.1038,16.8003,16.7,171.41,204.822,-66.016,204.669
20170327,091136.380,33096.38,33096.38,237,0.571,Burst,Electric,19029,1.2389,1.6435,-29.088,-39.332,-42.306,-33.072,16.75,16.75,169.221,197.824,-49.341,197.551
20170327,091136.380,33096.38,33096.38,237,0.811,Burst,Magnetic,19029,1.2389,1.6435,-29.088,-39.332,-42.306,-33.072,16.75,16.75,169.221,197.824,-49.341,197.551
20170327,092220.060,33740.06,33740.06,238,0.774,Burst,Electric,35602,1.4518,3.1822,-46.625,-56.781,-59.0779,-50.518,16.8033,16.7,171.5,205.034,-66.444,204.981
20170327,092220.060,33740.06,33740.06,238,0.395,Burst,Magnetic,35602,1.4518,3.1822,-46.625,-56.781,-59.0779,-50.518,16.8033,16.7,171.5,205.034,-66.444,204.981
20170327,092226.110,33746.11,33746.11,239,0.268,Burst,Magnetic,35768,1.454,3.2046,-46.765,-56.921,-59.207,-50.6562,16.8044,16.7,171.531,205.105,-66.586,205.085
20170327,092230.430,33750.43,33750.43,240,1.483,Burst,Electric,35887,1.4556,3.2206,-46.865,-57.02,-59.2992,-50.7548,16.8051,16.7,171.552,205.155,-66.688,205.159
20170327,092230.430,33750.43,33750.43,240,1.503,Burst,Magnetic,35887,1.4556,3.2206,-46.865,-57.02,-59.2992,-50.7548,16.8051,16.7,171.552,205.155,-66.688,205.159
20170327,092233.890,33753.89,33753.89,241,0.728,Burst,Electric,35982,1.4568,3.2334,-46.945,-57.099,-59.373,-50.8338,16.8056,16.7,171.569,205.195,-66.77,205.218
20170327,092233.890,33753.89,33753.89,241,0.528,Burst,Magnetic,35982,1.4568,3.2334,-46.945,-57.099,-59.373,-50.8338,16.8056,16.7,171.569,205.195,-66.77,205.218
20170327,092254.620,33774.62,33774.62,242,0.619,Burst,Electric,36552,1.4643,3.3101,-47.425,-57.576,-59.8152,-51.3072,16.8091,16.7,171.673,205.437,-67.258,205.575
20170327,092254.620,33774.62,33774.62,242,0.643,Burst,Magnetic,36552,1.4643,3.3101,-47.425,-57.576,-59.8152,-51.3072,16.8091,16.7,171.673,205.437,-67.258,205.575
20170327,092321.410,33801.41,33801.41,243,0.65,Burst,Electric,37292,1.4741,3.4164,-48.028,-58.175,-60.376,-51.9082,16.8136,16.7,171.771,205.75,-67.862,206.045
20170327,092321.410,33801.41,33801.41,243,0.566,Burst,Magnetic,37292,1.4741,3.4164,-48.028,-58.175,-60.376,-51.9082,16.8136,16.7,171.771,205.75,-67.862,206.045
20170327,092345.600,33825.6,33825.6,245,1.675,Burst,Electric,37962,1.4829,3.5139,-48.568,-58.711,-60.88,-52.4484,16.8176,16.69,171.852,206.032,-68.4,206.471
20170327,092345.600,33825.6,33825.6,245,1.517,Burst,Magnetic,37962,1.4829,3.5139,-48.568,-58.711,-60.88,-52.4484,16.8176,16.69,171.852,206.032,-68.4,206.471
20170327,092403.740,33843.74,33843.74,246,1.094,Burst,Magnetic,38464,1.4896,3.5885,-48.972,-59.11,-61.2548,-52.851,16.8206,16.69,171.912,206.244,-68.8,206.792
20170327,092418.430,33858.43,33858.43,247,2.567,Burst,Magnetic,38873,1.495,3.6534,-49.292,-59.426,-61.5486,-53.1693,16.8231,16.69,171.961,206.415,-69.108,207.054
20170327,091147.620,33107.62,33107.62,248,1.105,Burst,Electric,19291,1.2422,1.6595,-29.446,-39.688,-42.66,-33.428,16.75,16.75,169.259,197.956,-49.658,197.656
20170327,091147.620,33107.62,33107.62,248,0.924,Burst,Magnetic,19291,1.2422,1.6595,-29.446,-39.688,-42.66,-33.428,16.75,16.75,169.259,197.956,-49.658,197.656
20170327,092434.850,33874.85,33874.85,249,0.543,Burst,Electric,39330,1.5011,3.7259,-49.651,-59.779,-61.877,-53.5251,16.8258,16.69,172.016,206.607,-69.453,207.346
20170327,092434.850,33874.85,33874.85,249,0.576,Burst,Magnetic,39330,1.5011,3.7259,-49.651,-59.779,-61.877,-53.5251,16.8258,16.69,172.016,206.607,-69.453,207.346
20170327,092526.690,33926.69,33926.69,251,1.351,Burst,Electric,40782,1.5203,3.9656,-50.765,-60.876,-62.9005,-54.6305,16.8344,16.69,172.233,207.211,-70.509,208.272
20170327,092526.690,33926.69,33926.69,251,1.332,Burst,Magnetic,40782,1.5203,3.9656,-50.765,-60.876,-62.9005,-54.6305,16.8344,16.69,172.233,207.211,-70.509,208.272
20170327,092528.420,33928.42,33928.42,252,0.648,Burst,Electric,40830,1.521,3.9739,-50.802,-60.912,-62.9342,-54.6668,16.8347,16.69,172.242,207.232,-70.544,208.303
20170327,092528.420,33928.42,33928.42,252,0.44,Burst,Magnetic,40830,1.521,3.9739,-50.802,-60.912,-62.9342,-54.6668,16.8347,16.69,172.242,207.232,-70.544,208.303
20170327,092535.330,33935.33,33935.33,253,0.548,Burst,Electric,41025,1.5236,4.0072,-50.948,-61.056,-63.0689,-54.8119,16.8359,16.68,172.277,207.312,-70.681,208.426
20170327,092535.330,33935.33,33935.33,253,0.577,Burst,Magnetic,41025,1.5236,4.0072,-50.948,-61.056,-63.0689,-54.8119,16.8359,16.68,172.277,207.312,-70.681,208.426
20170327,092536.190,33936.19,33936.19,254,0.295,Burst,Electric,41049,1.5239,4.0113,-50.966,-61.074,-63.0857,-54.83,16.836,16.68,172.281,207.322,-70.698,208.442
20170327,092536.190,33936.19,33936.19,254,0.223,Burst,Magnetic,41049,1.5239,4.0113,-50.966,-61.074,-63.0857,-54.83,16.836,16.68,172.281,207.322,-70.698,208.442
20170327,092543.970,33943.97,33943.97,255,0.895,Burst,Electric,41268,1.5268,4.0488,-51.131,-61.236,-63.2374,-54.9934,16.8373,16.68,172.32,207.413,-70.852,208.581
20170327,092543.970,33943.97,33943.97,255,0.472,Burst,Magnetic,41268,1.5268,4.0488,-51.131,-61.236,-63.2374,-54.9934,16.8373,16.68,172.32,207.413,-70.852,208.581
20170326,092613.340,33973.34,33973.34,256,0.223,Burst,Electric,42096,1.5378,4.1967,-51.746,-61.841,-63.8012,-55.6035,16.8422,16.68,172.444,207.756,-71.419,209.105
20170326,092613.340,33973.34,33973.34,256,0.395,Burst,Magnetic,42096,1.5378,4.1967,-51.746,-61.841,-63.8012,-55.6035,16.8422,16.68,172.444,207.756,-71.419,209.105
20170327,092706.050,34026.05,34026.05,257,0.297,Burst,Electric,43581,1.5577,4.4792,-52.831,-62.909,-64.7909,-56.68,16.851,16.67,172.62,208.371,-72.4,210.046
20170327,092706.050,34026.05,34026.05,257,0.326,Burst,Magnetic,43581,1.5577,4.4792,-52.831,-62.909,-64.7909,-56.68,16.851,16.67,172.62,208.371,-72.4,210.046
20170327,092737.150,34057.15,34057.15,258,0.355,Burst,Electric,44463,1.5694,4.6601,-53.453,-63.521,-65.3611,-57.2968,16.8562,16.67,172.724,208.733,-72.952,210.599
20170327,092737.150,34057.15,34057.15,258,0.382,Burst,Magnetic,44463,1.5694,4.6601,-53.453,-63.521,-65.3611,-57.2968,16.8562,16.67,172.724,208.733,-72.952,210.599
20170327,091153.660,33113.66,33113.66,259,0.515,Burst,Electric,19432,1.2439,1.668,-29.638,-39.879,-42.8503,-33.6192,16.75,16.75,169.279,198.026,-49.828,197.713
20170327,091153.660,33113.66,33113.66,259,0.554,Burst,Magnetic,19432,1.2439,1.668,-29.638,-39.879,-42.8503,-33.6192,16.75,16.75,169.279,198.026,-49.828,197.713
20170327,092748.380,34068.38,34068.38,260,0.279,Burst,Electric,44781,1.5737,4.7254,-53.678,-63.741,-65.567,-57.5195,16.8581,16.67,172.761,208.864,-73.152,210.799
20170327,092748.380,34068.38,34068.38,260,0.259,Burst,Magnetic,44781,1.5737,4.7254,-53.678,-63.741,-65.567,-57.5195,16.8581,16.67,172.761,208.864,-73.152,210.799
20170327,092757.020,34077.02,34077.02,261,0.708,Burst,Magnetic,45026,1.577,4.7757,-53.85,-63.911,-65.7254,-57.6909,16.8595,16.67,172.79,208.965,-73.305,210.953
20170327,092803.070,34083.07,34083.07,262,6.119,Burst,Magnetic,45197,1.5793,4.8127,-53.969,-64.029,-65.8342,-57.8094,16.8605,16.67,172.815,209.036,-73.41,211.061
20170327,092815.170,34095.17,34095.17,263,9.281,Burst,Magnetic,45542,1.5839,4.8903,-54.203,-64.261,-66.048,-58.0433,16.8625,16.67,172.876,209.177,-73.614,211.276
20170327,092834.180,34114.18,34114.18,264,8.08,Burst,Magnetic,46084,1.5912,5.0123,-54.571,-64.625,-66.3838,-58.4108,16.8657,16.66,172.971,209.399,-73.934,211.614
20170327,093101.060,34261.06,34261.06,265,0.218,Burst,Electric,50280,1.6477,6.0935,-57.329,-67.339,-68.8971,-61.1489,16.9004,16.64,173.605,211.212,-76.264,214.242
20170327,093151.170,34311.17,34311.17,266,0.642,Burst,Magnetic,51717,1.6671,6.5445,-58.231,-68.224,-69.7072,-62.0425,16.9171,16.63,173.856,211.797,-76.995,215.154
20170327,093212.770,34332.77,34332.77,267,4.077,Burst,Electric,52338,1.6756,6.7555,-58.611,-68.597,-70.0522,-62.4213,16.9243,16.63,173.964,212.07,-77.302,215.552
20170327,093327.070,34407.07,34407.07,268,0.213,Burst,Magnetic,54481,1.7046,7.5686,-59.89,-69.851,-71.2151,-63.6957,16.949,16.62,174.335,213.016,-78.32,216.94
20170327,091320.930,33200.93,33200.93,270,0.771,Burst,Electric,21519,1.2702,1.8079,-32.318,-42.558,-45.4839,-36.2944,16.75,16.75,169.57,199.009,-52.21,198.489
20170327,091320.930,33200.93,33200.93,270,0.555,Burst,Magnetic,21519,1.2702,1.8079,-32.318,-42.558,-45.4839,-36.2944,16.75,16.75,169.57,199.009,-52.21,198.489
20170327,094246.940,34966.94,34966.94,278,0.869,Burst,Electric,70711,1.9269,51.5452,-68.334,-78.08,-78.8411,-72.1515,17.1835,16.48,177.713,220.704,-84.397,230.431
20170327,091333.020,33213.02,33213.02,279,0.167,Burst,Electric,21813,1.2739,1.8287,-32.681,-42.921,-45.8386,-36.6551,16.75,16.74,169.61,199.13,-52.536,198.595
20170327,091333.020,33213.02,33213.02,279,0.291,Burst,Magnetic,21813,1.2739,1.8287,-32.681,-42.921,-45.8386,-36.6551,16.75,16.74,169.61,199.13,-52.536,198.595
20200410,132132.83,48092.83,48097.15,280,1351.051,Burst,Electric,29769,1.3566,6.7275,64.515,73.214,74.6493,68.7435,14.5009,15.45,289.374,336.466,77.68,319.473
20200410,132132.83,48092.83,48098.02,280,1360.081,Burst,Magnetic,29758,1.3565,6.723,64.508,73.21,74.6453,68.736,14.4996,15.45,289.411,336.506,77.678,319.523
20200410,132703.74,48423.74,48423.74,281,0.218,Burst,Electric,21855,1.2495,4.0104,57.779,67.835,69.8127,61.8677,13.6519,13.9,313.418,3.074,73.6,353.205
20200410,132703.74,48423.74,48423.74,281,0.189,Burst,Magnetic,21855,1.2495,4.0104,57.779,67.835,69.8127,61.8677,13.6519,13.9,313.418,3.074,73.6,353.205
20200410,132703.74,48423.74,48423.74,282,2.798,Burst,Electric,21855,1.2495,4.0104,57.779,67.835,69.8127,61.8677,13.6519,13.9,313.418,3.074,73.6,353.205
20200410,132706.34,48426.34,48426.34,283,0.276,Burst,Electric,21796,1.2487,3.9947,57.716,67.776,69.759,61.8036,13.6463,13.89,313.57,3.244,73.551,353.435
20200410,132706.34,48426.34,48426.34,283,0.284,Burst,Magnetic,21796,1.2487,3.9947,57.716,67.776,69.759,61.8036,13.6463,13.89,313.57,3.244,73.551,353.435
20200410,132722.75,48442.75,48442.75,284,0.943,Burst,Electric,21424,1.2438,3.8957,57.316,67.404,69.4198,61.3988,13.6107,13.83,314.527,4.316,73.244,354.883
20200410,132722.75,48442.75,48442.75,284,0.925,Burst,Magnetic,21424,1.2438,3.8957,57.316,67.404,69.4198,61.3988,13.6107,13.83,314.527,4.316,73.244,354.883
20200410,132752.13,48472.13,48472.13,285,0.532,Burst,Electric,20758,1.235,3.7185,56.602,66.738,68.8126,60.6741,13.5471,13.72,316.241,6.237,72.694,357.476
20200410,132752.13,48472.13,48472.13,285,0.427,Burst,Magnetic,20758,1.235,3.7185,56.602,66.738,68.8126,60.6741,13.5471,13.72,316.241,6.237,72.694,357.476
20200410,132810.27,48490.27,48490.27,286,0.972,Burst,Electric,20351,1.2296,3.6154,56.148,66.307,68.4206,60.213,13.5077,13.65,317.248,7.376,72.333,297.432
20200410,132810.27,48490.27,48490.27,286,1,Burst,Magnetic,20351,1.2296,3.6154,56.148,66.307,68.4206,60.213,13.5077,13.65,317.248,7.376,72.333,297.432
20200410,132823.23,48503.23,48503.23,287,0.613,Burst,Electric,20061,1.2258,3.5452,55.818,65.987,68.1312,59.876,13.4797,13.61,317.939,8.164,72.062,220.783
20200410,132823.23,48503.23,48503.23,287,0.607,Burst,Magnetic,20061,1.2258,3.5452,55.818,65.987,68.1312,59.876,13.4797,13.61,317.939,8.164,72.062,220.783
20200410,133017.28,48617.28,48617.28,288,1.158,Burst,Electric,17574,1.1935,2.9833,52.789,63.032,65.4394,56.8004,13.2454,13.25,323.578,14.713,69.414,9.866
20200410,133017.28,48617.28,48617.28,288,1.011,Burst,Magnetic,17574,1.1935,2.9833,52.789,63.032,65.4394,56.8004,13.2454,13.25,323.578,14.713,69.414,9.866
20200410,133049.25,48649.25,48649.25,289,1.28,Burst,Electric,16898,1.1848,2.8469,51.899,62.147,64.6241,55.8946,13.1815,13.16,325.016,16.402,68.55,12.573
20200410,133049.25,48649.25,48649.25,289,1.447,Burst,Magnetic,16898,1.1848,2.8469,51.899,62.147,64.6241,55.8946,13.1815,13.16,325.016,16.402,68.55,12.573
20200410,133214.78,48734.78,48734.78,290,0.746,Burst,Electric,15147,1.1626,2.5252,49.404,59.637,62.3188,53.3667,13.0229,12.93,328.567,20.622,65.848,19.621
20200410,132155.3,48115.3,48123.07,291,2341.378,Burst,Magnetic,29161,1.3483,6.4755,64.104,72.968,74.4275,68.3241,14.4323,15.31,291.431,338.724,77.516,322.237
20200410,133238.98,48758.98,48758.98,292,1.074,Burst,Electric,14667,1.1566,2.4454,48.674,58.895,61.6291,52.6246,12.9785,12.87,329.494,21.74,64.985,21.492
20200410,133238.98,48758.98,48758.98,292,1.317,Burst,Magnetic,14667,1.1566,2.4454,48.674,58.895,61.6291,52.6246,12.9785,12.87,329.494,21.74,64.985,21.492
20200410,133246.75,48766.75,48766.75,293,0.237,Burst,Electric,14513,1.1547,2.4197,48.44,58.656,61.4076,52.3863,12.9643,12.85,329.792,22.098,64.708,22.093
20200410,133246.75,48766.75,48766.75,293,0.175,Burst,Magnetic,14513,1.1547,2.4197,48.44,58.656,61.4076,52.3863,12.9643,12.85,329.792,22.098,64.708,22.093
20200410,133343.78,48823.78,48823.78,294,1.272,Burst,Electric,13411,1.1411,2.249,46.676,56.842,59.7239,50.5863,12.867,12.73,331.905,24.614,62.558,26.056
20200410,133405.38,48845.38,48845.38,295,0.467,Burst,Electric,13001,1.136,2.1883,45.996,56.141,59.0714,49.8925,12.831,12.68,332.679,25.54,61.723,27.451
20200410,133405.38,48845.38,48845.38,296,1.046,Burst,Electric,13001,1.136,2.1883,45.996,56.141,59.0714,49.8925,12.831,12.68,332.679,25.54,61.723,27.451
20200410,133405.38,48845.38,48845.38,296,1.195,Burst,Magnetic,13001,1.136,2.1883,45.996,56.141,59.0714,49.8925,12.831,12.68,332.679,25.54,61.723,27.451
20200410,133522.27,48922.27,48922.27,297,0.558,Burst,Electric,11607,1.1192,1.9993,43.488,53.548,56.6325,47.3328,12.7029,12.53,335.168,28.631,58.667,31.647
20200410,133522.27,48922.27,48922.27,297,0.661,Burst,Magnetic,11607,1.1192,1.9993,43.488,53.548,56.6325,47.3328,12.7029,12.53,335.168,28.631,58.667,31.647
20200410,133654.72,49014.72,49014.72,298,1.367,Burst,Magnetic,10031,1.1006,1.8065,40.351,50.279,53.5395,44.1348,12.5579,12.36,337.85,32.096,54.86,35.893
20200410,134121.7,49281.7,49281.7,299,0.257,Burst,Magnetic,6290,1.0597,1.4026,30.558,40.001,43.4975,34.1129,12.1811,11.96,344.47,40.733,43.258,43.925
