YMD,startHMS,startSSM(s),stopSSM(s),idnum,dispersionConstant,burstOrSurvey,electricOrMagnetic,altitude(km),radius(RJ),mshell,mlat(deg),lat(deg),jovigraphic_latitude(deg),centrifugal_latitude(deg),mlt(hours),lt(hours),io_phase(deg),longitude(deg),footlat(deg),footlon(deg)
20210902,230313.25,82993.25,82993.25,504,1.092,Burst,Electric,17599,1.2395,1.4158,-15.002,-18.076,-19.9528,-16.842,8.2826,8.45,172.61,122.321,-26.508,118.074
20210902,230558.27,83158.27,83158.27,505,1.929,Burst,Electric,21567,1.2912,1.5584,-19.366,-22.97,-25.1375,-21.4433,8.1573,8.38,173.986,125.071,-32.358,120.487
20210902,231545.79,83745.79,83745.79,506,2.153,Burst,Electric,37377,1.4981,2.2101,-31.989,-37.332,-39.7616,-34.8129,7.752,8.14,179.082,134.663,-51.004,129.939
20210902,231548.38,83748.38,83748.38,507,1.426,Burst,Electric,37451,1.4991,2.2135,-32.037,-37.386,-39.816,-34.8634,7.7504,8.14,179.103,134.706,-51.062,129.983
20210902,231611.71,83771.71,83771.71,508,0.615,Burst,Electric,38114,1.5078,2.2452,-32.457,-37.87,-40.2942,-35.3105,7.7354,8.13,179.298,135.095,-51.565,130.379
20210902,231611.71,83771.71,83771.71,508,0.663,Burst,Magnetic,38114,1.5078,2.2452,-32.457,-37.87,-40.2942,-35.3105,7.7354,8.13,179.298,135.095,-51.565,130.379
20210902,231620.35,83780.35,83780.35,509,1.671,Burst,Electric,38360,1.5111,2.2572,-32.61,-38.047,-40.467,-35.4733,7.7298,8.12,179.37,135.239,-51.744,130.524
20210902,231621.22,83781.22,83781.22,510,1.479,Burst,Electric,38385,1.5114,2.2584,-32.625,-38.065,-40.4844,-35.4896,7.7292,8.12,179.377,135.254,-51.762,130.538
20210902,231628.99,83788.99,83788.99,511,1.627,Burst,Electric,38606,1.5143,2.2691,-32.762,-38.224,-40.6398,-35.636,7.7242,8.12,179.442,135.383,-51.924,130.669
20210902,231628.99,83788.99,83788.99,511,1.691,Burst,Magnetic,38606,1.5143,2.2691,-32.762,-38.224,-40.6398,-35.636,7.7242,8.12,179.442,135.383,-51.924,130.669
20210902,231636.77,83796.77,83796.77,512,1.763,Burst,Electric,38828,1.5173,2.2799,-32.9,-38.384,-40.7954,-35.7825,7.7191,8.12,179.506,135.513,-52.085,130.799
20210902,231648.86,83808.86,83808.86,513,1.412,Burst,Electric,39173,1.5218,2.2966,-33.113,-38.632,-41.0372,-36.0102,7.7112,8.11,179.607,135.714,-52.336,131.002
20210902,231649.73,83809.73,83809.73,514,1.22,Burst,Electric,39197,1.5221,2.2978,-33.129,-38.649,-41.0546,-36.0266,7.7107,8.11,179.614,135.729,-52.354,131.017
20210902,231653.18,83813.18,83813.18,515,1.258,Burst,Electric,39296,1.5234,2.3026,-33.19,-38.72,-41.1236,-36.0916,7.7084,8.11,179.643,135.786,-52.425,131.075
20210902,230610.37,83170.37,83170.37,516,1.25,Burst,Electric,21871,1.2951,1.5697,-19.668,-23.309,-25.4925,-21.7613,8.1484,8.38,174.104,125.273,-32.791,120.66
20210902,230610.37,83170.37,83170.37,516,1.397,Burst,Magnetic,21871,1.2951,1.5697,-19.668,-23.309,-25.4925,-21.7613,8.1484,8.38,174.104,125.273,-32.791,120.66
20210902,231713.06,83833.06,83833.06,517,0.682,Burst,Electric,39864,1.531,2.3307,-33.534,-39.119,-41.5147,-36.4573,7.6959,8.1,179.809,136.118,-52.821,131.404
20210902,231713.06,83833.06,83833.06,517,0.606,Burst,Magnetic,39864,1.531,2.3307,-33.534,-39.119,-41.5147,-36.4573,7.6959,8.1,179.809,136.118,-52.821,131.404
20210902,231725.15,83845.15,83845.15,518,0.841,Burst,Electric,40211,1.5356,2.348,-33.742,-39.359,-41.7504,-36.6769,7.6885,8.09,179.91,136.319,-53.057,131.604
20210902,231725.15,83845.15,83845.15,518,0.852,Burst,Magnetic,40211,1.5356,2.348,-33.742,-39.359,-41.7504,-36.6769,7.6885,8.09,179.91,136.319,-53.057,131.604
20210902,231738.98,83858.98,83858.98,519,1.494,Burst,Electric,40607,1.5408,2.3679,-33.979,-39.633,-42.0201,-36.9281,7.68,8.09,180.025,136.55,-53.326,131.832
20210902,231738.98,83858.98,83858.98,519,1.894,Burst,Magnetic,40607,1.5408,2.3679,-33.979,-39.633,-42.0201,-36.9281,7.68,8.09,180.025,136.55,-53.326,131.832
20210902,231749.34,83869.34,83869.34,520,1.255,Burst,Electric,40904,1.5447,2.3827,-34.157,-39.839,-42.2221,-37.1163,7.6736,8.08,180.111,136.722,-53.528,132.002
20210902,231751.94,83871.94,83871.94,521,1.555,Burst,Electric,40979,1.5457,2.3864,-34.202,-39.89,-42.2728,-37.1636,7.672,8.08,180.133,136.766,-53.579,132.045
20210902,231753.66,83873.66,83873.66,522,1.289,Burst,Electric,41028,1.5464,2.3889,-34.231,-39.924,-42.3064,-37.1948,7.6709,8.08,180.147,136.794,-53.612,132.073
20210902,231753.66,83873.66,83873.66,522,1.516,Burst,Magnetic,41028,1.5464,2.3889,-34.231,-39.924,-42.3064,-37.1948,7.6709,8.08,180.147,136.794,-53.612,132.073
20210902,231804.03,83884.03,83884.03,523,0.705,Burst,Electric,41326,1.5503,2.404,-34.406,-40.127,-42.5059,-37.3805,7.6644,8.08,180.24,136.96,-53.811,132.243
20210902,231804.03,83884.03,83884.03,523,0.619,Burst,Magnetic,41326,1.5503,2.404,-34.406,-40.127,-42.5059,-37.3805,7.6644,8.08,180.24,136.96,-53.811,132.243
20210902,231831.68,83911.68,83911.68,524,1.122,Burst,Electric,42123,1.5609,2.4455,-34.863,-40.657,-43.0266,-37.8644,7.6469,8.07,180.517,137.375,-54.323,132.692
20210902,231840.32,83920.32,83920.32,525,0.554,Burst,Electric,42373,1.5642,2.4585,-35.005,-40.823,-43.1894,-38.0156,7.6415,8.06,180.603,137.505,-54.483,132.832
20210902,231840.32,83920.32,83920.32,525,0.641,Burst,Magnetic,42373,1.5642,2.4585,-35.005,-40.823,-43.1894,-38.0156,7.6415,8.06,180.603,137.505,-54.483,132.832
20210902,231900.19,83940.19,83940.19,526,0.712,Burst,Electric,42946,1.5718,2.4883,-35.333,-41.204,-43.5635,-38.3632,7.6289,8.05,180.802,137.803,-54.851,133.154
20210902,230610.37,83170.37,83170.37,527,1.841,Burst,Electric,21871,1.2951,1.5697,-19.668,-23.309,-25.4925,-21.7613,8.1484,8.38,174.104,125.273,-32.791,120.66
20210902,230610.37,83170.37,83170.37,527,1.538,Burst,Magnetic,21871,1.2951,1.5697,-19.668,-23.309,-25.4925,-21.7613,8.1484,8.38,174.104,125.273,-32.791,120.66
20210902,231920.93,83960.93,83960.93,528,0.562,Burst,Electric,43547,1.5798,2.5208,-35.665,-41.591,-43.9402,-38.7158,7.6161,8.05,180.974,138.149,-55.221,133.486
20210902,231920.93,83960.93,83960.93,528,0.526,Burst,Magnetic,43547,1.5798,2.5208,-35.665,-41.591,-43.9402,-38.7158,7.6161,8.05,180.974,138.149,-55.221,133.486
20210902,231935.62,83975.62,83975.62,529,1.791,Burst,Electric,43973,1.5854,2.5438,-35.9,-41.865,-44.2071,-38.9655,7.607,8.04,181.097,138.394,-55.482,133.721
20210902,231951.17,83991.17,83991.17,530,1.516,Burst,Electric,44424,1.5914,2.5682,-36.149,-42.155,-44.4896,-39.2299,7.5974,8.03,181.226,138.653,-55.759,133.97
20210902,231951.17,83991.17,83991.17,530,1.451,Burst,Magnetic,44424,1.5914,2.5682,-36.149,-42.155,-44.4896,-39.2299,7.5974,8.03,181.226,138.653,-55.759,133.97
20210902,231952.03,83992.03,83992.03,531,1.448,Burst,Electric,44449,1.5918,2.5695,-36.162,-42.171,-44.5052,-39.2445,7.5969,8.03,181.234,138.667,-55.774,133.983
20210902,232006.72,84006.72,84006.72,532,0.585,Burst,Electric,44876,1.5974,2.5929,-36.394,-42.441,-44.7676,-39.4909,7.588,8.03,181.356,138.912,-56.032,134.217
20210902,232006.72,84006.72,84006.72,532,0.497,Burst,Magnetic,44876,1.5974,2.5929,-36.394,-42.441,-44.7676,-39.4909,7.588,8.03,181.356,138.912,-56.032,134.217
20210902,232051.65,84051.65,84051.65,533,0.765,Burst,Electric,46186,1.6148,2.6655,-37.091,-43.25,-45.5539,-40.2322,7.561,8.01,181.73,139.661,-56.804,134.929
20210902,232122.75,84082.75,84082.75,534,0.669,Burst,Electric,47097,1.6269,2.7173,-37.561,-43.798,-46.0868,-40.734,7.5423,7.99,182.028,140.179,-57.329,135.418
20210902,232152.13,84112.13,84112.13,535,0.828,Burst,Electric,47959,1.6384,2.7668,-38.002,-44.312,-46.5862,-41.2041,7.5247,7.98,182.321,140.669,-57.821,135.879
20210902,232152.13,84112.13,84112.13,535,0.781,Burst,Magnetic,47959,1.6384,2.7668,-38.002,-44.312,-46.5862,-41.2041,7.5247,7.98,182.321,140.669,-57.821,135.879
20210902,232206.82,84126.82,84126.82,536,0.496,Burst,Electric,48389,1.6441,2.7918,-38.219,-44.566,-46.8314,-41.4346,7.516,7.97,182.457,140.914,-58.065,136.109
20210902,232206.82,84126.82,84126.82,536,0.483,Burst,Magnetic,48389,1.6441,2.7918,-38.219,-44.566,-46.8314,-41.4346,7.516,7.97,182.457,140.914,-58.065,136.109
20210902,232207.68,84127.68,84127.68,537,0.511,Burst,Electric,48414,1.6444,2.7933,-38.231,-44.581,-46.8454,-41.4478,7.5155,7.97,182.464,140.928,-58.079,136.123
20210902,232207.68,84127.68,84127.68,537,0.561,Burst,Magnetic,48414,1.6444,2.7933,-38.231,-44.581,-46.8454,-41.4478,7.5155,7.97,182.464,140.928,-58.079,136.123
20210902,230612.96,83172.96,83172.96,538,0.933,Burst,Electric,21936,1.296,1.5721,-19.732,-23.381,-25.568,-21.8291,8.1465,8.38,174.13,125.316,-32.884,120.697
20210902,230612.96,83172.96,83172.96,538,0.704,Burst,Magnetic,21936,1.296,1.5721,-19.732,-23.381,-25.568,-21.8291,8.1465,8.38,174.13,125.316,-32.884,120.697
20210902,232236.19,84156.19,84156.19,539,0.664,Burst,Electric,49246,1.6556,2.8427,-38.645,-45.065,-47.3111,-41.8849,7.4989,7.96,182.702,141.403,-58.545,136.568
20210902,232236.19,84156.19,84156.19,539,0.64,Burst,Magnetic,49246,1.6556,2.8427,-38.645,-45.065,-47.3111,-41.8849,7.4989,7.96,182.702,141.403,-58.545,136.568
20210902,232239.65,84159.65,84159.65,540,2.561,Burst,Electric,49346,1.6569,2.8487,-38.695,-45.124,-47.3676,-41.938,7.4969,7.96,182.73,141.461,-58.602,136.622
20210902,232239.65,84159.65,84159.65,540,2.57,Burst,Magnetic,49346,1.6569,2.8487,-38.695,-45.124,-47.3676,-41.938,7.4969,7.96,182.73,141.461,-58.602,136.622
20210902,232324.58,84204.58,84204.58,541,0.426,Burst,Electric,50665,1.6746,2.9287,-39.338,-45.88,-48.0933,-42.6187,7.4707,7.94,183.105,142.21,-59.329,137.32
20210902,232334.08,84214.08,84214.08,542,0.647,Burst,Electric,50945,1.6783,2.9459,-39.473,-46.038,-48.2453,-42.7612,7.4651,7.94,183.184,142.368,-59.481,137.468
20210902,232334.08,84214.08,84214.08,542,0.727,Burst,Magnetic,50945,1.6783,2.9459,-39.473,-46.038,-48.2453,-42.7612,7.4651,7.94,183.184,142.368,-59.481,137.468
20210902,232347.04,84227.04,84227.04,543,0.854,Burst,Electric,51328,1.6834,2.9695,-39.656,-46.254,-48.4526,-42.9556,7.4576,7.93,183.292,142.584,-59.689,137.669
20210902,232421.6,84261.6,84261.6,544,1.602,Burst,Electric,52347,1.697,3.0337,-40.132,-46.816,-48.9912,-43.4632,7.4374,7.91,183.616,143.16,-60.236,138.203
20210902,232531.58,84331.58,84331.58,545,0.461,Burst,Electric,54412,1.7247,3.1676,-41.071,-47.919,-50.0537,-44.4621,7.3971,7.88,184.263,144.326,-61.326,139.279
20210902,232604.42,84364.42,84364.42,546,0.955,Burst,Electric,55381,1.7377,3.2319,-41.506,-48.427,-50.5434,-44.9197,7.3785,7.87,184.544,144.874,-61.831,139.781
20210902,232604.42,84364.42,84364.42,546,0.863,Burst,Magnetic,55381,1.7377,3.2319,-41.506,-48.427,-50.5434,-44.9197,7.3785,7.87,184.544,144.874,-61.831,139.781
20210902,232624.29,84384.29,84384.29,547,0.823,Burst,Electric,55971,1.7456,3.272,-41.758,-48.728,-50.8282,-45.1879,7.3672,7.86,184.743,145.205,-62.131,140.083
20210902,232624.29,84384.29,84384.29,547,0.691,Burst,Magnetic,55971,1.7456,3.272,-41.758,-48.728,-50.8282,-45.1879,7.3672,7.86,184.743,145.205,-62.131,140.083
20210902,232625.15,84385.15,84385.15,548,0.651,Burst,Electric,55996,1.7459,3.2737,-41.769,-48.741,-50.8405,-45.1995,7.3667,7.86,184.751,145.219,-62.144,140.096
20210902,232625.15,84385.15,84385.15,548,0.603,Burst,Magnetic,55996,1.7459,3.2737,-41.769,-48.741,-50.8405,-45.1995,7.3667,7.86,184.751,145.219,-62.144,140.096
20210902,230613.82,83173.82,83173.82,549,1.071,Burst,Electric,21958,1.2963,1.5729,-19.753,-23.405,-25.5931,-21.8516,8.1459,8.38,174.138,125.33,-32.915,120.71
20210902,230613.82,83173.82,83173.82,549,1.237,Burst,Magnetic,21958,1.2963,1.5729,-19.753,-23.405,-25.5931,-21.8516,8.1459,8.38,174.138,125.33,-32.915,120.71
20210902,232903.26,84543.26,84543.26,550,0.494,Burst,Electric,60677,1.8089,3.6063,-43.718,-51.055,-53.0435,-47.2702,7.2793,7.79,186.227,147.954,-64.465,142.473
20210902,232924,84564,84564,551,1.072,Burst,Electric,61292,1.8172,3.6526,-43.96,-51.342,-53.32,-47.526,7.2682,7.78,186.4,148.3,-64.755,142.779
20210902,232924,84564,84564,551,1.005,Burst,Magnetic,61292,1.8172,3.6526,-43.96,-51.342,-53.32,-47.526,7.2682,7.78,186.4,148.3,-64.755,142.779
20210902,233040.9,84640.9,84640.9,552,0.962,Burst,Electric,63573,1.848,3.8278,-44.85,-52.392,-54.3181,-48.4608,7.2272,7.74,187.109,149.582,-65.816,143.904
20210902,233132.74,84692.74,84692.74,553,1.064,Burst,Electric,65117,1.8688,3.9506,-45.43,-53.081,-54.9693,-49.072,7.1995,7.72,187.573,150.446,-66.508,144.653
20210902,233132.74,84692.74,84692.74,553,0.92,Burst,Magnetic,65117,1.8688,3.9506,-45.43,-53.081,-54.9693,-49.072,7.1995,7.72,187.573,150.446,-66.508,144.653
20210902,233132.74,84692.74,84692.74,554,1.008,Burst,Electric,65117,1.8688,3.9506,-45.43,-53.081,-54.9693,-49.072,7.1995,7.72,187.573,150.446,-66.508,144.653
20210902,233321.6,84801.6,84801.6,555,0.906,Burst,Electric,68351,1.9126,4.2208,-46.593,-54.476,-56.292,-50.3076,7.1428,7.67,188.616,152.36,-67.903,146.204
20210902,233441.95,84881.95,84881.95,556,1.32,Burst,Electric,70735,1.9449,4.4312,-47.416,-55.46,-57.2224,-51.1775,7.1013,7.63,189.419,153.769,-68.883,147.332
20210902,233441.95,84881.95,84881.95,556,1.78,Burst,Magnetic,70735,1.9449,4.4312,-47.416,-55.46,-57.2224,-51.1775,7.1013,7.63,189.419,153.769,-68.883,147.332
20210902,233519.97,84919.97,84919.97,557,1.21,Burst,Electric,71862,1.9603,4.5339,-47.796,-55.913,-57.6497,-51.5764,7.082,7.61,189.8,154.433,-69.332,147.864
20210902,233519.97,84919.97,84919.97,557,1.166,Burst,Magnetic,71862,1.9603,4.5339,-47.796,-55.913,-57.6497,-51.5764,7.082,7.61,189.8,154.433,-69.332,147.864
20210902,233547.62,84947.62,84947.62,558,0.714,Burst,Electric,72683,1.9714,4.61,-48.068,-56.236,-57.9538,-51.8621,7.0682,7.59,190.076,154.894,-69.653,148.249
20210902,233547.62,84947.62,84947.62,558,0.827,Burst,Magnetic,72683,1.9714,4.61,-48.068,-56.236,-57.9538,-51.8621,7.0682,7.59,190.076,154.894,-69.653,148.249
20210902,233836.96,85116.96,85116.96,559,0.648,Burst,Electric,77706,2.0397,5.1047,-49.663,-58.14,-59.7519,-53.5311,6.9851,7.51,191.67,157.878,-71.521,150.615
20210902,233836.96,85116.96,85116.96,559,0.88,Burst,Magnetic,77706,2.0397,5.1047,-49.663,-58.14,-59.7519,-53.5311,6.9851,7.51,191.67,157.878,-71.521,150.615
20210902,230619.01,83179.01,83179.01,560,1.859,Burst,Electric,22088,1.298,1.5777,-19.882,-23.549,-25.7445,-21.9874,8.1421,8.37,174.19,125.417,-33.101,120.784
20210902,230619.01,83179.01,83179.01,560,1.907,Burst,Magnetic,22088,1.298,1.5777,-19.882,-23.549,-25.7445,-21.9874,8.1421,8.37,174.19,125.417,-33.101,120.784
20210902,233836.96,85116.96,85116.96,561,0.935,Burst,Magnetic,77706,2.0397,5.1047,-49.663,-58.14,-59.7519,-53.5311,6.9851,7.51,191.67,157.878,-71.521,150.615
20210902,233849.06,85129.06,85129.06,562,0.859,Burst,Magnetic,78065,2.0446,5.1416,-49.772,-58.271,-59.877,-53.6461,6.9793,7.5,191.791,158.099,-71.649,150.784
20210902,233849.92,85129.92,85129.92,563,4.062,Burst,Electric,78091,2.0449,5.1443,-49.779,-58.281,-59.8858,-53.6542,6.9789,7.5,191.799,158.115,-71.658,150.797
20210902,233849.92,85129.92,85129.92,563,4.161,Burst,Magnetic,78091,2.0449,5.1443,-49.779,-58.281,-59.8858,-53.6542,6.9789,7.5,191.799,158.115,-71.658,150.797
20210902,233904.61,85144.61,85144.61,564,0.959,Burst,Electric,78526,2.0509,5.1897,-49.911,-58.438,-60.0353,-53.793,6.9718,7.49,191.954,158.385,-71.812,151.003
20210902,233904.61,85144.61,85144.61,564,1.292,Burst,Magnetic,78526,2.0509,5.1897,-49.911,-58.438,-60.0353,-53.793,6.9718,7.49,191.954,158.385,-71.812,151.003
20210902,233926.21,85166.21,85166.21,565,1.4,Burst,Electric,79163,2.0596,5.2584,-50.102,-58.665,-60.2477,-53.9946,6.9618,7.48,192.206,158.781,-72.035,151.31
20210902,233947.81,85187.81,85187.81,566,0.906,Burst,Electric,79800,2.0683,5.3272,-50.292,-58.892,-60.4601,-54.1962,6.9517,7.47,192.458,159.177,-72.257,151.616
20210902,233947.81,85187.81,85187.81,567,1.922,Burst,Electric,79800,2.0683,5.3272,-50.292,-58.892,-60.4601,-54.1962,6.9517,7.47,192.458,159.177,-72.257,151.616
20210902,233947.81,85187.81,85187.81,567,1.1,Burst,Magnetic,79800,2.0683,5.3272,-50.292,-58.892,-60.4601,-54.1962,6.9517,7.47,192.458,159.177,-72.257,151.616
20210902,234003.36,85203.36,85203.36,568,0.771,Burst,Electric,80259,2.0746,5.377,-50.429,-59.055,-60.613,-54.3402,6.9444,7.46,192.634,159.462,-72.416,151.837
20210902,234003.36,85203.36,85203.36,568,0.631,Burst,Magnetic,80259,2.0746,5.377,-50.429,-59.055,-60.613,-54.3402,6.9444,7.46,192.634,159.462,-72.416,151.837
20210902,234018.05,85218.05,85218.05,569,1.024,Burst,Electric,80692,2.0805,5.4253,-50.556,-59.207,-60.7575,-54.4725,6.9373,7.46,192.78,159.731,-72.562,152.048
20210902,234030.14,85230.14,85230.14,570,0.647,Burst,Electric,81049,2.0854,5.465,-50.661,-59.331,-60.8764,-54.5813,6.9314,7.45,192.901,159.953,-72.683,152.222
20210902,230619.01,83179.01,83179.01,571,1.604,Burst,Electric,22088,1.298,1.5777,-19.882,-23.549,-25.7445,-21.9874,8.1421,8.37,174.19,125.417,-33.101,120.784
20210902,230619.01,83179.01,83179.01,571,1.841,Burst,Magnetic,22088,1.298,1.5777,-19.882,-23.549,-25.7445,-21.9874,8.1421,8.37,174.19,125.417,-33.101,120.784
20210902,234030.14,85230.14,85230.14,572,1.133,Burst,Electric,81049,2.0854,5.465,-50.661,-59.331,-60.8764,-54.5813,6.9314,7.45,192.901,159.953,-72.683,152.222
20210902,234030.14,85230.14,85230.14,572,1.192,Burst,Magnetic,81049,2.0854,5.465,-50.661,-59.331,-60.8764,-54.5813,6.9314,7.45,192.901,159.953,-72.683,152.222
20210902,234043.97,85243.97,85243.97,573,1.029,Burst,Electric,81457,2.0909,5.5104,-50.781,-59.474,-61.0124,-54.7057,6.9247,7.44,193.04,160.206,-72.821,152.42
20210902,234043.97,85243.97,85243.97,573,1.474,Burst,Magnetic,81457,2.0909,5.5104,-50.781,-59.474,-61.0124,-54.7057,6.9247,7.44,193.04,160.206,-72.821,152.42
20210902,234146.18,85306.18,85306.18,574,3.678,Burst,Electric,83292,2.116,5.72,-51.313,-60.102,-61.601,-55.2502,6.8962,7.41,193.662,161.27,-73.429,153.323
20210902,234146.18,85306.18,85306.18,574,3.032,Burst,Magnetic,83292,2.116,5.72,-51.313,-60.102,-61.601,-55.2502,6.8962,7.41,193.662,161.27,-73.429,153.323
20210902,234159.14,85319.14,85319.14,575,0.983,Burst,Electric,83675,2.1212,5.7641,-51.423,-60.231,-61.722,-55.3625,6.8904,7.4,193.791,161.486,-73.555,153.512
20210902,234159.14,85319.14,85319.14,575,0.821,Burst,Magnetic,83675,2.1212,5.7641,-51.423,-60.231,-61.722,-55.3625,6.8904,7.4,193.791,161.486,-73.555,153.512
20210902,230623.33,83183.33,83183.33,576,1.582,Burst,Magnetic,22197,1.2994,1.5818,-19.989,-23.669,-25.8705,-22.1005,8.1389,8.37,174.233,125.489,-33.255,120.846
20210902,230623.33,83183.33,83183.33,577,1.608,Burst,Magnetic,22197,1.2994,1.5818,-19.989,-23.669,-25.8705,-22.1005,8.1389,8.37,174.233,125.489,-33.255,120.846
20210902,230623.33,83183.33,83183.33,578,1.134,Burst,Magnetic,22197,1.2994,1.5818,-19.989,-23.669,-25.8705,-22.1005,8.1389,8.37,174.233,125.489,-33.255,120.846
20210902,230411.14,83051.14,83051.14,579,1.916,Burst,Electric,18957,1.2572,1.4637,-16.575,-19.84,-21.8309,-18.5019,8.2376,8.43,173.093,123.286,-28.539,118.929
20210902,230411.14,83051.14,83051.14,579,1.555,Burst,Magnetic,18957,1.2572,1.4637,-16.575,-19.84,-21.8309,-18.5019,8.2376,8.43,173.093,123.286,-28.539,118.929
20210902,230646.66,83206.66,83206.66,580,0.946,Burst,Electric,22784,1.307,1.6035,-20.569,-24.319,-26.5509,-22.7109,8.1218,8.36,174.467,125.878,-34.09,121.179
20210902,230646.66,83206.66,83206.66,580,0.944,Burst,Magnetic,22784,1.307,1.6035,-20.569,-24.319,-26.5509,-22.7109,8.1218,8.36,174.467,125.878,-34.09,121.179
20210902,230646.66,83206.66,83206.66,581,0.834,Burst,Electric,22784,1.307,1.6035,-20.569,-24.319,-26.5509,-22.7109,8.1218,8.36,174.467,125.878,-34.09,121.179
20210902,230646.66,83206.66,83206.66,581,0.784,Burst,Magnetic,22784,1.307,1.6035,-20.569,-24.319,-26.5509,-22.7109,8.1218,8.36,174.467,125.878,-34.09,121.179
20210902,230716.9,83236.9,83236.9,582,1.009,Burst,Electric,23554,1.317,1.6323,-21.303,-25.149,-27.4132,-23.4881,8.0996,8.35,174.741,126.353,-35.175,121.612
20210902,230716.9,83236.9,83236.9,582,1.577,Burst,Magnetic,23554,1.317,1.6323,-21.303,-25.149,-27.4132,-23.4881,8.0996,8.35,174.741,126.353,-35.175,121.612
20210902,230716.9,83236.9,83236.9,583,1.156,Burst,Electric,23554,1.317,1.6323,-21.303,-25.149,-27.4132,-23.4881,8.0996,8.35,174.741,126.353,-35.175,121.612
20210902,230734.18,83254.18,83254.18,584,1.919,Burst,Electric,23997,1.3228,1.649,-21.715,-25.619,-27.897,-23.9259,8.0869,8.34,174.885,126.613,-35.796,121.859
20210902,230734.18,83254.18,83254.18,584,2.176,Burst,Magnetic,23997,1.3228,1.649,-21.715,-25.619,-27.897,-23.9259,8.0869,8.34,174.885,126.613,-35.796,121.859
20210902,230734.18,83254.18,83254.18,585,2.137,Burst,Electric,23997,1.3228,1.649,-21.715,-25.619,-27.897,-23.9259,8.0869,8.34,174.885,126.613,-35.796,121.859
20210902,230734.18,83254.18,83254.18,585,2.466,Burst,Magnetic,23997,1.3228,1.649,-21.715,-25.619,-27.897,-23.9259,8.0869,8.34,174.885,126.613,-35.796,121.859
20210902,230745.41,83265.41,83265.41,586,1.285,Burst,Electric,24286,1.3266,1.6599,-21.982,-25.924,-28.2115,-24.2104,8.0787,8.34,174.978,126.781,-36.2,122.019
20210902,230746.27,83266.27,83266.27,587,1.337,Burst,Electric,24308,1.3269,1.6607,-22.003,-25.947,-28.2356,-24.2322,8.0781,8.34,174.986,126.794,-36.231,122.032
20210902,230746.27,83266.27,83266.27,587,1.449,Burst,Magnetic,24308,1.3269,1.6607,-22.003,-25.947,-28.2356,-24.2322,8.0781,8.34,174.986,126.794,-36.231,122.032
20210902,230746.27,83266.27,83266.27,588,3.314,Burst,Magnetic,24308,1.3269,1.6607,-22.003,-25.947,-28.2356,-24.2322,8.0781,8.34,174.986,126.794,-36.231,122.032
20210902,230746.27,83266.27,83266.27,589,2.329,Burst,Electric,24308,1.3269,1.6607,-22.003,-25.947,-28.2356,-24.2322,8.0781,8.34,174.986,126.794,-36.231,122.032
20210902,230443.1,83083.1,83083.1,590,1.207,Burst,Electric,19724,1.2672,1.4914,-17.422,-20.789,-22.8377,-19.3968,8.2137,8.41,173.359,123.818,-29.675,119.397
20210902,230443.1,83083.1,83083.1,590,0.904,Burst,Magnetic,19724,1.2672,1.4914,-17.422,-20.789,-22.8377,-19.3968,8.2137,8.41,173.359,123.818,-29.675,119.397
20210902,230756.64,83276.64,83276.64,591,2.611,Burst,Electric,24574,1.3303,1.6708,-22.25,-26.229,-28.5259,-24.4949,8.0705,8.33,175.072,126.95,-36.603,122.18
20210902,230756.64,83276.64,83276.64,591,2.495,Burst,Magnetic,24574,1.3303,1.6708,-22.25,-26.229,-28.5259,-24.4949,8.0705,8.33,175.072,126.95,-36.603,122.18
20210902,230805.28,83285.28,83285.28,592,1.931,Burst,Electric,24797,1.3333,1.6793,-22.453,-26.458,-28.7634,-24.7102,8.0643,8.33,175.144,127.088,-36.915,122.305
20210902,230805.28,83285.28,83285.28,592,1.375,Burst,Magnetic,24797,1.3333,1.6793,-22.453,-26.458,-28.7634,-24.7102,8.0643,8.33,175.144,127.088,-36.915,122.305
20210902,230805.28,83285.28,83285.28,593,1.107,Burst,Electric,24797,1.3333,1.6793,-22.453,-26.458,-28.7634,-24.7102,8.0643,8.33,175.144,127.088,-36.915,122.305
20210902,230805.28,83285.28,83285.28,593,1.296,Burst,Magnetic,24797,1.3333,1.6793,-22.453,-26.458,-28.7634,-24.7102,8.0643,8.33,175.144,127.088,-36.915,122.305
20210902,230806.14,83286.14,83286.14,594,1.829,Burst,Electric,24820,1.3336,1.6801,-22.473,-26.481,-28.7868,-24.7315,8.0637,8.33,175.151,127.102,-36.946,122.318
20210902,230806.14,83286.14,83286.14,594,1.896,Burst,Magnetic,24820,1.3336,1.6801,-22.473,-26.481,-28.7868,-24.7315,8.0637,8.33,175.151,127.102,-36.946,122.318
20210902,230819.97,83299.97,83299.97,595,0.874,Burst,Electric,25179,1.3383,1.694,-22.796,-26.843,-29.1625,-25.0726,8.054,8.32,175.266,127.333,-37.445,122.519
20210902,230819.97,83299.97,83299.97,596,1.075,Burst,Electric,25179,1.3383,1.694,-22.796,-26.843,-29.1625,-25.0726,8.054,8.32,175.266,127.333,-37.445,122.519
20210902,230832.93,83312.93,83312.93,597,1.447,Burst,Electric,25516,1.3427,1.7069,-23.098,-27.182,-29.5146,-25.3923,8.0449,8.32,175.374,127.549,-37.913,122.708
20210902,230832.93,83312.93,83312.93,597,1.659,Burst,Magnetic,25516,1.3427,1.7069,-23.098,-27.182,-29.5146,-25.3923,8.0449,8.32,175.374,127.549,-37.913,122.708
